customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2781-CKCAP,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),117.8,662.67,Yes
3032-DBLGB,Female,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.82,2581.58,No
9254-EVRSL,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),88.91,6405.02,No
6905-WUDNT,Female,0,Yes,No,26,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,52.04,1359.77,No
9185-CGDLM,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),47.28,469.74,No
2999-MBJZC,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),66.92,1136.24,No
9742-VXCWN,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.94,2325.85,Yes
7537-XTKFZ,Female,1,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.96,5155.82,No
2678-LDNGU,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.46,4497.29,Yes
6429-SXURV,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.12,2044.86,No
3899-HCSMT,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),85.69,1972.79,No
3472-GDNSB,Male,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.37,1500.47,No
9602-YCNXH,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.2,1981.54,No
6592-RVRFE,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.37,400.95,No
9965-GMTLX,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.2,146.28,Yes
8206-DCZVL,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,99.65,4369.45,Yes
5121-ZASCT,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.44,268.66,Yes
3560-HXHLJ,Female,0,No,Yes,27,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,60.47,1620.4,No
4659-HESKW,Male,1,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,77.66,784.74,Yes
9504-XUADP,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,94.83,1459.15,Yes
5122-SFPWP,Female,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),118.75,2612.71,No
9734-GYRRX,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,73.26,863.43,Yes
8914-HHANE,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.86,2072.17,No
6477-VJAJM,Male,0,No,Yes,30,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,74.98,2261.15,No
1637-EXNZH,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.29,332.3,No
4238-MTTUD,Female,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.64,1727.23,No
5298-ENWYE,Male,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.56,222.59,No
2685-DTYEX,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,88.73,6359.85,No
1525-PBYEE,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.71,305.46,No
7397-XNFSN,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),102.44,3173.14,No
8138-MNBCE,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.25,1299.0,No
4157-CHUJU,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.96,2569.12,Yes
6067-CJPYY,Male,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,773.28,No
6675-SJXQM,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),110.13,7257.82,No
6311-PVKSH,Female,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.09,2907.47,No
1942-NHDKU,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.75,4235.05,No
1266-HYJRC,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,109.93,995.13,No
2076-JEHZE,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),112.6,1033.28,Yes
6273-YTRTH,Male,1,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,44.77,1064.26,No
1530-RLMAB,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.32,2398.17,Yes
9417-UBCFC,Female,1,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,96.2,6629.2,No
5975-VTDRD,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.92,3008.42,No
1583-WRURT,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),105.48,2844.12,Yes
8037-CVTVV,Male,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.18,1294.19,Yes
8222-RESPM,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,101.64,1400.66,No
2568-LFCFJ,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.95,265.59,No
7840-EGXSH,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.64,860.32,No
1719-LPCUT,Female,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.23,2485.26,Yes
4844-XXCLL,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.02,2130.87,No
8092-JVHMC,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.37,4576.43,No
1646-ASJYN,Male,0,No,No,37,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,89.28,3287.47,No
4424-UQWHJ,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.08,428.24,Yes
1581-CGKYF,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.09,828.18,No
7561-ZSZJX,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),103.86,2505.26,No
5991-UEGBS,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.31,568.4,No
2093-XAHTW,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.61,2877.49,Yes
9160-QMZTE,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.27,1770.31,No
2012-RFMLQ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.15,939.99,No
9323-EHAFQ,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.53,624.68,No
7811-REWQS,Male,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.14,5086.63,No
9932-WYJMW,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,101.88,3581.44,No
9035-HBYHG,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),62.42,3083.83,No
1408-KQHSF,Female,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),94.91,1512.29,Yes
2375-NLTYQ,Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,101.29,2327.71,Yes
9303-QVJUM,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.48,3516.06,No
9108-QBVDA,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.06,5533.69,No
8088-UFDGU,Male,0,No,No,40,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.92,3113.49,Yes
1294-YLKAL,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.38,4839.62,No
4561-JKFSF,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.92,877.27,No
6791-UBZYB,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.56,1619.6,Yes
4187-VKZXR,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.88,1184.6,No
6955-LHJBR,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,80.37,1035.3,No
5941-PFSBH,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.68,5570.18,Yes
4411-UADCH,Female,1,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.87,2657.01,No
9245-YUCAD,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.34,717.74,No
4627-VLYGA,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.61,1973.81,Yes
6831-MQURP,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.65,286.14,No
3614-YAHDW,Male,1,Yes,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.39,505.33,No
1240-NGACV,Female,1,No,Yes,16,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,65.75,1063.12,No
8137-KEWCU,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),114.42,7303.69,No
6623-PTHKE,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,102.87,4322.55,No
9310-ZGTZH,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.9,3007.16,No
8504-CUVDC,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.37,2396.5,No
8336-HLRGQ,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.07,966.24,No
4741-TRCJG,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),73.11,1023.59,No
7090-ZWUXA,Female,1,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.58,1485.51,No
3504-MRAHA,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.94,4742.32,Yes
8697-KANDM,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.68,141.54,Yes
8024-NNWBK,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,1320.05,Yes
5861-SMSNU,Female,1,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.13,702.89,No
9534-VSLBD,Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.99,267.58,Yes
7594-CMYQL,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),111.15,8023.14,No
8851-JKQSR,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.93,1272.26,No
3959-ZQMYH,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.63,4876.75,No
5485-XTFEN,Male,0,No,Yes,41,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.52,3002.71,No
8032-DUBJM,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.94,1708.62,No
5849-VHJGA,Female,1,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,104.69,3663.56,No
2167-QXHUH,Female,1,Yes,Yes,41,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),80.95,3323.52,No
4832-CVGTM,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.43,1158.25,No
9422-DXEAT,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.67,558.95,No
3440-AYLGX,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,91.11,5178.89,No
7741-KTGAC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.42,5028.05,No
6758-ADGJR,Male,1,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),69.77,1246.99,no
8871-GQXST,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),109.1,7837.29,No
1455-RKBRD,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.32,,Yes
4355-FZMVR,Female,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.04,1016.22,No
2359-JDZFA,Male,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.88,4700.87,No
9093-YQDUR,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.21,1618.64,Yes
8483-VZPXR,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),92.17,3982.23,Yes
6266-GTHPG,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.99,2276.63,No
2181-HCAVR,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,117.41,3267.26,No
7379-EXENJ,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.82,803.17,Yes
4228-ARCQL,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,85.47,691.81,Yes
6885-BMCFZ,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,73.42,371.22,No
7715-FCBNT,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.22,2556.86,No
8454-CSUPX,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.52,2553.42,No
3957-EBPZT,Female,1,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.77,870.17,No
4842-ZFCEA,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),80.83,2257.2,No
6599-NPECZ,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.89,2843.24,No
5248-NSLBR,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.71,5214.59,No
5886-SRFHU,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),73.76,2429.24,No
2074-WDQSM,Female,1,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,87.22,2474.08,Yes
8545-AXJRU,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,117.9,4240.2,No
3548-CVTHB,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.16,1323.83,No
8616-CESHS,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,99.36,1894.14,No
7647-SSLYG,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.69,1045.42,No
7592-XHWMB,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),111.19,2095.92,No
4932-DTTSM,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.21,630.96,Yes
5936-FBFJC,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.39,597.66,No
5144-JSEVH,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.48,3311.91,No
3823-SJNPE,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,94.69,4363.37,No
8299-APMZK,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.26,404.06,No
5864-NLDDQ,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.51,2041.81,No
3451-WCCSG,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.9,699.74,Yes
3995-CWMRX,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.87,3234.3,No
3936-YLFQE,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,111.69,3903.88,No
9677-WHUXW,Female,0,No,No,13,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,58.45,766.25,No
1106-JCJMC,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,78.08,172.76,No
4027-BDTGL,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.02,2685.2,Yes
5888-ASLJW,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.27,948.68,No
2688-KXJCQ,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.36,3503.72,No
3337-PYYSN,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.29,7000.94,Yes
5323-SPUJW,Female,1,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),96.09,2505.09,No
4948-TZQQH,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),103.7,1966.47,No
8623-MJXDN,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.83,1070.44,No
4845-KQYJN,Female,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.85,4599.55,No
4868-BURTB,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.4,1680.03,No
2961-KQVMJ,Male,1,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.16,955.83,Yes
2634-QFAPR,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.32,4874.64,No
5632-SNVDK,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.45,4107.45,Yes
5680-SAAGD,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.08,2234.45,Yes
6873-PLPSZ,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.62,1937.02,No
3024-KYSAP,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.48,5372.24,No
2681-QTZYM,Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,82.78,1494.16,No
4888-MJCTD,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,95.05,388.47,Yes
8232-CQWYK,Female,0,Yes,No,28,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.04,2331.64,Yes
1990-TPLBW,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.75,3211.6,No
5106-ZAKND,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.76, 2173.93 ,No
5837-SKACH,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.6,7026.42,No
3645-TSAPV,Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),111.62,2459.62,No
8991-REMSR,Male,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,92.85,3905.81,No
1065-EJVPT,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.91,611.77,No
6917-SSVRX,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.03,2097.47,No
6350-XTRBD,Female,0,No,No,54,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.21,4543.35,No
7477-TRZNA,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,66.33,724.28,No
9062-ZBXWT,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.37,824.29,No
8087-TRRDY,Female,1,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43.65,605.49,No
1804-YSAWJ,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),78.37,2825.1,No
3910-FCTEN,Female,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,79.63,1755.57,No
3691-QLXCQ,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,92.73,4103.85,No
8338-UDTAN,Female,0,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,72.55,5130.8,No
