customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureSegment,SpendTier,TotalRevenue,TotalRevenueLog,ServiceCount,ContractRiskScore,AvgMonthlySpend
5678-CVXYF,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,101.28,4159.03,No,Regular,High,4159.03,8.333277564767767,4,1,101.43975609756097
8179-YMNNU,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,97.64,3334.27,Yes,Regular,High,3334.27,8.11230891459292,2,1,98.06676470588235
2481-UPBAY,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.85,775.77,No,Regular,Low,775.77,6.655144296251942,2,3,35.26227272727272
3035-DXAAT,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.64,1419.24,Yes,Regular,Low,1419.24,7.258581150398542,1,3,36.39076923076923
1841-MPFWZ,Female,1,Yes,No,64,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.4,5189.3,No,Loyal,Medium,5189.3,8.554546777957587,4,3,81.0828125
8464-YNTSA,Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.71,2147.82,Yes,Regular,High,2147.82,7.672674133246135,3,3,107.391
2350-FAPAF,Male,0,No,No,51,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.35,4368.64,Yes,Loyal,Medium,4368.64,8.382435904833528,2,3,85.65960784313727
8857-PCLKS,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,4415.08,Yes,Regular,High,4415.08,8.393007703734868,5,3,119.32648648648649
6549-ZPQEE,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.63,1309.34,Yes,Regular,Medium,1309.34,7.178041924504735,3,3,81.83375
9195-QSEZF,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,94.6,3704.23,No,Regular,Medium,3704.23,8.217500614076016,3,1,94.98025641025642
5646-BAMKH,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),102.16,3292.43,No,Regular,High,3292.43,8.099684853869757,4,3,102.8884375
6969-WUELK,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.68,2042.21,No,Regular,Low,2042.21,7.622277379549775,1,3,42.54604166666667
7539-GGSNL,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,82.3,2471.42,No,Regular,Medium,2471.42,7.812952707058337,3,1,91.53407407407407
3320-KZPUY,Female,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.91,167.4,Yes,New,Low,167.4,5.126342101808226,0,2,16.740000000000002
3217-HBYHR,Male,0,Yes,No,57,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.51,3461.92,No,Loyal,Low,3461.92,8.149867442778376,3,3,60.73543859649123
3821-VKMNQ,Male,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,107.11,4682.33,No,Regular,High,4682.33,8.451764674349757,5,1,106.41659090909091
8967-NPVTF,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.46,4568.91,No,Regular,High,4568.91,8.42724879004006,4,3,106.25372093023256
5348-WVYSF,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.6,3700.71,No,Regular,High,3700.71,8.21655015403044,3,1,97.38710526315789
1687-ZEZYM,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,100.54,7257.69,No,Loyal,High,7257.69,8.889954650766096,5,2,100.80125
4135-FWGLJ,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),104.04,2261.59,No,Regular,High,2261.59,7.724265453788442,4,2,102.79954545454547
3553-VCMGM,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.16,5193.94,No,Loyal,Low,5193.94,8.55544035389974,4,3,72.13805555555555
3182-PRFBR,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.43,489.74,No,Regular,Low,489.74,6.195914455974938,1,3,34.98142857142857
8389-HUVRX,Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.03,3715.2,No,Regular,Medium,3715.2,8.220456919798654,7,1,84.43636363636364
9468-WAEXL,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.78,3180.4,No,Regular,Medium,3180.4,8.06507663046426,5,3,81.54871794871795
9160-WVBCQ,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,102.44,2339.11,No,Regular,High,2339.11,7.757953215793888,4,1,101.7004347826087
8078-JKDRM,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),106.0,4358.18,No,Regular,High,4358.18,8.380039245260566,5,2,106.29707317073172
7704-KXRRH,Female,1,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.74,4395.94,Yes,Regular,High,4395.94,8.388664123420206,5,3,115.68263157894735
8084-MHXXJ,Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,101.41,2215.12,No,Regular,High,2215.12,7.703513198025576,4,3,100.68727272727273
6785-KXRDV,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),105.82,1290.35,No,New,High,1290.35,7.163443461772073,3,2,107.52916666666665
7305-EVHGF,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,86.82,1406.73,No,Regular,Medium,1406.73,7.2497337569657905,4,2,87.920625
6111-ALSDM,Male,0,No,Yes,5,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.09,300.1,No,New,Low,300.1,5.707442435487688,3,1,60.02
2186-PGUCB,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.18,1775.87,No,Regular,High,1775.87,7.4826086684723565,5,2,104.46294117647058
1232-GQHUL,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),97.93,3238.91,No,Regular,High,3238.91,8.083300830622788,3,1,98.14878787878787
4159-UYEEC,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.66,7167.72,No,Loyal,High,7167.72,8.877482396038934,5,3,99.55166666666668
2656-PLTHM,Male,1,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,91.76,1659.1,Yes,Regular,Medium,1659.1,7.414633120500031,2,3,92.17222222222222
1507-WJWNZ,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.1,2811.25,No,Loyal,Low,2811.25,7.941740153672935,1,3,39.045138888888886
6735-WXTRL,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,93.46,4380.96,No,Regular,Medium,4380.96,8.385251391861809,5,1,93.21191489361702
9046-TPFMV,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,107.4,532.89,No,New,High,532.89,6.28018982523146,4,2,106.578
4775-EGXMM,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.71,6208.94,Yes,Loyal,Medium,6208.94,8.733906513045099,5,3,86.23527777777777
3316-LQRFL,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),105.49,2844.95,No,Regular,High,2844.95,7.9536522099782525,4,3,105.36851851851851
3545-RTBYD,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.33,1078.3,No,Regular,Low,1078.3,6.9840679618313,2,2,46.88260869565217
6196-JJNDJ,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),118.75,824.79,No,New,High,824.79,6.7163405039090645,8,3,117.82714285714285
3993-JWGJD,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.97,2947.53,No,Regular,High,2947.53,7.989062020053881,2,3,98.251
7953-VZNSG,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.77,5974.28,No,Loyal,Medium,5974.28,8.695386237626412,6,3,82.97611111111111
1122-RAREC,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),81.79,3575.99,No,Regular,Medium,3575.99,8.182276943616307,2,1,81.2725
5014-DFWNY,Female,0,No,No,22,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,58.36,1248.99,No,Regular,Low,1248.99,7.130890830264347,2,2,56.77227272727273
3429-QQHRU,Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),63.72,724.37,No,New,Low,724.37,6.586681869500629,2,2,65.85181818181819
4733-GZETY,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,98.89,2573.33,No,Regular,High,2573.33,7.853344585066702,3,1,98.97423076923077
9833-PMYSU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,90.3,3160.38,No,Regular,Medium,3160.38,8.058763920112156,4,1,90.29657142857143
9106-UWEPW,Female,0,No,Yes,24,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),48.57,1152.36,No,Regular,Low,1152.36,7.050434700503648,1,2,48.01499999999999
8962-HXWYF,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,113.64,7728.92,No,Loyal,High,7728.92,8.952853792239427,4,3,113.66058823529411
3250-PZMGL,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,99.95,5398.96,No,Loyal,High,5398.96,8.594146825117523,3,3,99.98074074074074
2399-ZZZHR,Male,1,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,75.27,1189.83,No,Regular,Medium,1189.83,7.082405821971743,4,3,74.364375
2907-ZTQEX,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.57,4055.57,No,Regular,High,4055.57,8.308093067941625,5,3,119.2814705882353
7870-HUTKG,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.12,3015.52,No,Loyal,Low,3015.52,8.0118591280594,2,3,41.882222222222225
9965-UBTKD,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.45,756.1,No,Regular,Low,756.1,6.629495345109261,1,3,36.00476190476191
1680-DYQNB,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.16,2023.54,No,Regular,Medium,2023.54,7.613097793241959,4,3,80.9416
6613-TVAGS,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),67.79,733.49,No,New,Low,733.49,6.5991763808173705,4,2,66.6809090909091
3167-JMGEZ,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.56,1044.89,No,New,High,1044.89,6.952623476571002,3,3,104.489
7795-KZZWU,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,42.97,1551.26,No,Regular,Low,1551.26,7.347467212485484,2,1,43.090555555555554
1392-AAVUC,Female,1,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),83.24,5985.69,No,Loyal,Medium,5985.69,8.697293950730597,3,1,83.13458333333332
6978-FCVZQ,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.86,644.06,Yes,New,Medium,644.06,6.469343335725192,3,3,92.00857142857141
9603-YHDNX,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),114.36,4604.84,Yes,Regular,High,4604.84,8.435080342478102,5,3,115.12100000000001
4721-DLSZM,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,105.98,3609.3,No,Regular,High,3609.3,8.19154615036718,5,1,106.15588235294118
3199-CQCYK,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.91,976.63,No,New,High,976.63,6.885131275344191,2,3,97.663
7194-VSVRE,Male,0,Yes,No,20,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),59.13,1191.33,No,Regular,Low,1191.33,7.083664654948197,3,2,59.5665
9949-ZATMM,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),101.1,1512.63,No,Regular,High,1512.63,7.322266018397178,4,3,100.84200000000001
3861-LZPMR,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,103.67,2146.02,No,New,High,2146.02,7.6718361131591015,5,1,2146.02
2512-CLHGA,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,69.06,57.12,No,New,Low,57.12,4.062509838702082,4,2,57.12
1336-DPVNC,Male,1,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,108.88,7609.91,No,Loyal,High,7609.91,8.93733802320733,4,3,108.713
2989-LSKZS,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46.6,510.93,No,New,Low,510.93,6.238187896942647,1,2,46.448181818181816
2066-MNMPB,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.96,2657.64,No,Loyal,Low,2657.64,7.885569992832992,1,2,36.91166666666666
1966-SVJSV,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,105.99,1606.3,No,Regular,High,1606.3,7.382311031575095,5,1,107.08666666666666
9768-GYUZQ,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.68,1925.54,No,Loyal,Low,1925.54,7.563480926892449,1,2,34.38464285714286
8496-YJWDK,Male,1,Yes,No,10,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,78.15,762.61,No,New,Medium,762.61,6.63805718762755,3,1,76.261
3750-ALNAB,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.94,4351.52,No,Regular,High,4351.52,8.378510266692096,4,3,98.89818181818183
1571-YGHGW,Male,1,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.06,1048.72,Yes,New,High,1048.72,6.9562787409230245,4,3,104.872
4684-HLZVV,Female,0,No,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),70.27,2123.63,No,Regular,Low,2123.63,7.6613529485512215,1,2,70.78766666666667
3288-RVHYQ,Female,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.32,1263.96,No,Loyal,Low,1263.96,7.142795780108321,0,1,25.2792
8730-VGHSN,Male,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.0,976.1,Yes,Regular,Low,976.1,6.884589000950298,2,3,34.86071428571429
1588-AWPBB,Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.52,2375.81,No,Regular,High,2375.81,7.773514531477144,6,3,113.13380952380952
5122-XDXZH,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,83.8,6054.97,No,Loyal,Medium,6054.97,8.708799841340154,2,1,84.09680555555556
7533-CGFCD,Female,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.02,1642.02,No,Loyal,Low,1642.02,7.404291290817714,0,3,22.805833333333332
2541-XPCMD,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.05,1500.92,No,Regular,High,1500.92,7.3144995685886816,3,3,100.06133333333334
2006-EAVXX,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,94.74,1015.37,Yes,New,High,1015.37,6.923992735071798,3,3,92.30636363636364
4058-BDRWR,Female,0,Yes,No,31,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.53,2727.33,No,Regular,Medium,2727.33,7.911444979389281,3,1,87.97838709677418
6057-JNQCL,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.55,2872.81,No,Regular,Medium,2872.81,7.963393954502323,6,3,84.49441176470589
4300-CUAQH,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),107.84,2572.2,No,Regular,High,2572.2,7.852905539536845,3,3,107.175
4190-FCQCL,Male,0,No,No,45,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.78,2094.55,No,Regular,Low,2094.55,7.647571327734247,0,3,46.54555555555556
6874-PGPFM,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,94.95,959.87,No,New,High,959.87,6.86783912406528,3,3,95.987
9704-ANPRG,Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,107.03,3721.6,Yes,Regular,High,3721.6,8.222177627864232,3,3,106.33142857142857
1014-KFLAV,Male,0,No,Yes,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.67,785.49,Yes,New,Medium,785.49,6.667580007859333,2,3,78.549
9123-GZXNY,Female,1,No,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,88.58,521.87,Yes,New,Medium,521.87,6.2593328672017,6,2,86.97833333333334
2072-UGZLR,Male,0,Yes,No,62,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,81.86,5089.14,No,Loyal,Medium,5089.14,8.535060614077906,2,2,82.08290322580646
1517-EJETV,Female,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.08,384.04,No,New,Low,384.04,5.953347224994854,1,3,38.404
4907-KJKNA,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.12,1711.0,No,Regular,Low,1711.0,7.445417556701687,3,3,68.44
9395-TYYJJ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.34,4772.59,Yes,Loyal,Low,4772.59,8.470853921350642,3,3,66.28597222222223
7989-UEWZJ,Female,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.93,1674.17,No,Regular,Medium,1674.17,7.423669931646462,5,3,83.7085
8062-QLKCX,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.19,1866.28,Yes,Regular,Low,1866.28,7.5322381055159315,4,3,71.78
4503-ESKDY,Female,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,870.09,No,Regular,Low,870.09,6.769745301020691,0,2,18.915
2526-JYMFZ,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.52,1185.58,Yes,Regular,Low,1185.58,7.07883049880301,2,3,34.87
4951-LVRVB,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),102.94,4034.02,No,Regular,High,4034.02,8.302766537321258,3,1,103.43641025641026
4368-FSJYF,Male,1,No,No,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,93.95,1705.2,Yes,Regular,Medium,1705.2,7.442023954474594,4,2,94.73333333333333
3801-RFKSS,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.52,4715.89,No,Loyal,Medium,4715.89,8.458904963105628,2,3,90.69019230769231
1402-XNYCB,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.31,1638.78,Yes,Regular,High,1638.78,7.402317365478355,4,3,109.252
6913-WXGPQ,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),106.48,1286.37,No,New,High,1286.37,7.1603566565662025,3,1,107.19749999999999
3018-MCLMD,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,77.45,828.9,Yes,New,Medium,828.9,6.7213052116044025,3,2,75.35454545454546
6408-PLTXE,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.33,635.98,No,New,Medium,635.98,6.456738257905007,5,3,90.85428571428572
3436-KVBME,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.81,313.49,No,New,Low,313.49,5.750952279132591,1,3,34.83222222222222
7890-XKVAU,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,66.11,1493.51,No,Regular,Low,1493.51,7.309553672902677,2,2,64.93521739130435
3808-DNDRJ,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,91.39,4016.84,No,Regular,Medium,4016.84,8.29849972377564,2,1,91.29181818181819
6860-KPWSC,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.77,377.04,No,New,Low,377.04,5.935000010126855,1,3,41.89333333333334
2305-NXRHZ,Male,1,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),64.22,956.25,No,Regular,Low,956.25,6.864064590357404,3,1,63.75
3355-XRJAS,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.25,932.84,No,Regular,Low,932.84,6.8393051173444075,1,3,35.878461538461536
1988-WQREV,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),84.8,424.33,No,New,Medium,424.33,6.05286533821532,4,1,84.866
1586-FUENE,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,92.32,4798.86,No,Loyal,Medium,4798.86,8.476342029803961,2,3,92.28576923076922
3758-MQHSE,Female,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,72.87,3924.42,No,Loyal,Medium,3924.42,8.275228630861163,4,3,72.67444444444445
7678-HUWLT,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.17,3991.05,No,Loyal,Medium,3991.05,8.292060162403017,3,3,78.25588235294119
2990-JHGKH,Male,1,Yes,No,41,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),69.81,2840.66,No,Regular,Low,2840.66,7.9521436674398,2,3,69.28439024390244
2701-GRGTV,Male,1,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.64,694.12,No,New,Medium,694.12,6.544084492530951,4,2,77.12444444444445
6870-APKTL,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),101.4,4556.44,No,Regular,High,4556.44,8.424516341353705,3,2,101.25422222222221
1722-CFDZN,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,89.45,2240.94,No,Regular,Medium,2240.94,7.715096841454198,1,1,89.6376
5776-QMCLQ,Female,1,No,Yes,31,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.12,2341.43,No,Regular,Medium,2341.43,7.7589441310620275,3,3,75.53
7322-EYEVZ,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.3,2961.16,Yes,Regular,Low,2961.16,7.993674010924554,2,3,67.2990909090909
